KIC			Dnu			nu_max			Dpi1		dnurot,core			sigma			number of components
			(muHz)			(muHz)			(s)		 (nHz)				 (nHz)

006680023		13.46			166.59			83.90		260.0				6.55				2
006689517		16.46			211.13			88.00		0.0				10.85				1
006690139		9.70			115.54			66.00		135.0				7.26				2
006690894		14.95			194.51			84.70		215.0				6.81				3
006720334		15.59			205.14			84.90		0.0				4.11				1
006751562		13.60			170.97			84.30		290.0				3.51				3
006752116		7.99			83.01			73.60		0.0				0.73				1
006756156		13.71			160.49			83.30		335.0				1.29				2
006762465		9.31			101.30			75.00		570.0				3.92				2
006764685		10.12			120.95			75.70		365.0				2.26				2
006767165		8.11			87.98			72.80		0.0				2.65				1
006774693		8.78			98.67			73.00		260.0				1.57				2
006776349		11.16			128.75			78.50		230.0				3.62				3
006776396		11.86			144.43			78.80		285.0				1.45				3
006779699		8.07			86.86			74.40		335.0				6.06				2
006785068		8.12			89.02			71.80		0.0				7.73				1
006786177		8.50			96.71			71.80		0.0				6.22				1
006793808		8.52			90.69			75.00		0.0				5.42				1
006837573		11.52			135.03			79.40		215.0				3.33				3
006841793		14.62			190.84			84.20		270.0				5.96				3
006847876		9.44			102.12			78.20		0.0				1.36				1
006853977		8.41			94.65			70.70		450.0				3.34				2
006859803		13.58			170.84			82.00		0.0				8.33				1
006860649		9.86			111.51			76.40		600.0				6.80				3
006863899		9.31			101.03			75.90		385.0				2.93				3
006868144		9.01			103.54			73.30		350.0				1.40				2
006875474		8.91			92.26			75.00		345.0				1.92				3
006876162		7.15			81.48			66.70		305.0				1.53				2
006879830		14.92			189.24			85.20		225.0				2.36				2
006924105		10.04			103.21			74.60		490.0				6.02				2
006925109		15.48			187.17			86.60		325.0				0.94				2
006925158		8.01			91.74			70.40		380.0				5.48				3
006928997		10.06			120.67			76.90		0.0				9.88				1
006936091		8.75			92.29			75.00		190.0				2.90				3
006937017		8.07			95.15			71.30		715.0				8.50				2
006947706		8.73			95.07			73.20		0.0				5.89				1
006951121		14.83			198.96			83.20		0.0				6.62				1
006953912		12.71			157.91			77.50		530.0				6.85				3
007009245		9.55			107.02			75.10		295.0				1.66				2
007014126		12.71			147.26			81.62		275.0				7.79				2
007018212		12.61			153.33			82.70		370.0				0.91				3
007018515		9.27			102.60			76.80		0.0				7.83				1
007025935		7.72			80.00			72.80		0.0				7.34				1
007033225		15.21			195.69			86.20		180.0				6.89				3
007041245		9.87			112.48			76.10		915.0				5.49				2
007042040		11.61			144.65			77.70		365.0				2.08				3
007049771		13.25			174.49			79.60		395.0				9.02				3
007060732		10.96			131.47			77.80		320.0				2.56				3
007090867		8.75			96.70			71.60		225.0				7.96				2
007092127		9.90			112.12			77.60		0.0				6.39				1
007107419		10.22			111.88			77.70		560.0				6.16				2
007107505		6.81			63.66			70.50		180.0				2.80				2
007108511		16.93			217.39			89.50		520.0				3.75				3
